summary,aspect,explain,answer,score,mean_score,gt_score
"['dzhokhar tsarnaev was found guilty on all 30 charges he faced related to the bombings . the 13th juror : now it gets real . in a front-page opinion piece in the boston globe , bill and denise richard wrote about the toll .', 'dzhokhar tsarnaev was found guilty on all 30 charges he faced related to the bombings . the 13th juror : now it gets real . in a front-page opinion piece in the boston globe , bill and denise richard wrote about the toll .', 'dzhokhar tsarnaev was found guilty on all 30 charges he faced related to the bombings . the 13th juror : now it gets real . in a front-page opinion piece in the boston globe , bill and denise richard wrote about the toll .']","['1. Parents of youngest victim plead for dropping death penalty for Boston Marathon bomber, Dzhokhar Tsarnaev.', ""2. Tsarnaev convicted on all 30 charges related to 2013 bombings and violence; sentencing phase begins after this year's marathon."", ""3. Richards family calls for justice department to end pursuit of death penalty, prioritizing defendant's life in prison without possibility of release.""]","['The parents of the youngest victim in the Boston Marathon bombings beg the government to pursue a less severe punishment for the perpetrator, Dzhokhar Tsarnaev, rather than the death penalty.', ""Dzhokhar Tsarnaev is convicted on all 30 charges related to the 2013 Boston Marathon bombings and subsequent violence. The sentencing phase will begin after this year's marathon."", 'The Richards family, which is likely referring to the parents of Tamerlan Tsarnaev, suggests that the Justice Department should focus on imprisoning Dzhokhar Tsarnaev without the possibility of release in light of his conviction in the bombing case, rather than pursuing the death penalty.']","['No, the summary does not contain the context of this sentence mentioned.', 'Yes, the summary contains the context of this sentence.', 'Yes']","[1, 4, 4]",3.0,3.000000000025
"[""no love : 13 letters that hung over yankee stadium were estimated to bring in anywhere from $ 300,000 to $ 600,000 , but received no bids at a sotheby 's auction wednesday . while the 13 letters were expected to bring in anywhere from $ 300,000 to $ 600,000 , the only person who raised a paddle - for $ 260,000 - was a sotheby 's employee trying to jump start the bidding . the current owner of the signage is yankee hall of famer reggie jackson , who purchased the 10-feet-tall letters for an undisclosed amount after the stadium saw its final game in 2008 ."", ""no love : 13 letters that hung over yankee stadium were estimated to bring in anywhere from $ 300,000 to $ 600,000 , but received no bids at a sotheby 's auction wednesday . while the 13 letters were expected to bring in anywhere from $ 300,000 to $ 600,000 , the only person who raised a paddle - for $ 260,000 - was a sotheby 's employee trying to jump start the bidding . the current owner of the signage is yankee hall of famer reggie jackson , who purchased the 10-feet-tall letters for an undisclosed amount after the stadium saw its final game in 2008 ."", ""no love : 13 letters that hung over yankee stadium were estimated to bring in anywhere from $ 300,000 to $ 600,000 , but received no bids at a sotheby 's auction wednesday . while the 13 letters were expected to bring in anywhere from $ 300,000 to $ 600,000 , the only person who raised a paddle - for $ 260,000 - was a sotheby 's employee trying to jump start the bidding . the current owner of the signage is yankee hall of famer reggie jackson , who purchased the 10-feet-tall letters for an undisclosed amount after the stadium saw its final game in 2008 .""]","['1. Glowing blue letters from Yankee Stadium failed to find a buyer at auction;', '2. Ex-Yankee Reggie Jackson bought the letters;', '3. Jackson joked about the size of the letters before the auction.']","['The glowing blue letters from Yankee Stadium were expected to bring in a high amount, yet they failed to find a buyer during the auction, despite an employee attempting to jumpstart the bidding for $260,000.', 'Reggie Jackson, a former Yankee, bought the letters.', '\nJackson makes a light-hearted comment about the large size of the letters prior to the auction, possibly to create a friendly atmosphere or add some excitement to the event.']","['Yes, the summary contains the context of this sentence.', 'Yes', 'Yes, the summary does contain the context of this sentence, although it is not presented in the most direct way.']","[4, 4, 3]",3.6666666666666665,4.25
"['rome -lrb- cnn -rrb- italy is coping with a rising wave of desperate migrants from africa and middle east hoping to make it to europe . from friday to monday , a total of 8,480 migrants were rescued , according to the italian coast guard , which said it received on monday -- alone -- sos calls from 20 boats in distress . on tuesday , a spokesman with save the children told cnn the group fears 400 migrants could be missing , citing testimony from survivors who said their ship carrying 550 people capsized in the mediterranean sea about 80 miles off the libyan coast .', 'rome -lrb- cnn -rrb- italy is coping with a rising wave of desperate migrants from africa and middle east hoping to make it to europe . from friday to monday , a total of 8,480 migrants were rescued , according to the italian coast guard , which said it received on monday -- alone -- sos calls from 20 boats in distress . on tuesday , a spokesman with save the children told cnn the group fears 400 migrants could be missing , citing testimony from survivors who said their ship carrying 550 people capsized in the mediterranean sea about 80 miles off the libyan coast .', 'rome -lrb- cnn -rrb- italy is coping with a rising wave of desperate migrants from africa and middle east hoping to make it to europe . from friday to monday , a total of 8,480 migrants were rescued , according to the italian coast guard , which said it received on monday -- alone -- sos calls from 20 boats in distress . on tuesday , a spokesman with save the children told cnn the group fears 400 migrants could be missing , citing testimony from survivors who said their ship carrying 550 people capsized in the mediterranean sea about 80 miles off the libyan coast .']","['1. Italy struggling with influx of desperate migrants from Africa and Middle East attempting to reach Europe, rescuing 8,480 in a weekend.', '2. Italian coast guard reports mixed information about capsized migrant ship carrying 550, with 400 feared missing.', ""3. IOM states at least 480 migrants have died attempting Mediterranean crossing this year, often due to bad weather and smugglers' vessels.""]","['Italy is facing an increase in the number of desperate migrants from Africa and the Middle East trying to reach Europe. Over a weekend, the country rescued 8,480 migrants, according to the Italian Coast Guard. A spokesman for Save the Children mentioned that the organization fears around 400 migrants could be missing, citing testimony from survivors stating a ship carrying 550 people capsized in the Mediterranean Sea around 80 miles off the Libyan coast.', 'The Italian coast guard received reports about a capsized migrant ship carrying 550 people with 400 individuals feared missing, as stated by Save the Children spokesperson.', ""The International Organization for Migration (IOM) states that at least 480 migrants have died attempting the Mediterranean crossing this year, most due to bad weather and smugglers' vessels.""]","['Yes, the summary contains the context of the mentioned sentence.', 'No', 'No, the summary does not contain the context of the sentence provided.']","[4, 1, 1]",2.0,4.58333333335
"['8,480 migrants were rescued from friday to monday, the italian coast guard says . save the children fears 400 migrants could be missing . there has been a recent upsurge in migrant boats crossing the mediterranean into italy .', '8,480 migrants were rescued from friday to monday, the italian coast guard says . save the children fears 400 migrants could be missing . there has been a recent upsurge in migrant boats crossing the mediterranean into italy .', '8,480 migrants were rescued from friday to monday, the italian coast guard says . save the children fears 400 migrants could be missing . there has been a recent upsurge in migrant boats crossing the mediterranean into italy .']","['1. Italy faces a surge in African and Middle Eastern migrants attempting to reach Europe, with 8,480 rescued in one weekend.', '2. Save the Children fears 400 migrants may be missing after ship capsized off Libyan coast, but Italian coast guard remains unconfirmed.', '3. Migrants continue to die attempting to reach Italy, with at least 480 fatalities reported this year due to bad weather and smuggler-operated vessels.']","['Italy faces a significant increase in migrants attempting to reach Europe, as over 8,480 were rescued in one weekend alone.', 'Save the Children expresses concern that around 400 migrants may be missing after a ship capsized off the Libyan coast, while the Italian coast guard has not yet confirmed the missing individuals.', 'The number of migrants attempting to cross the Mediterranean into Italy has increased, with at least 480 deaths reported this year due to bad weather and smuggler-operated vessels.']","['Yes, the summary contains the context of the sentence.', 'Yes', 'No']","[4, 4, 1]",3.0,4.75
"[""filipe luis insists he wants to stay at chelsea until the end of his contract . the full back signed a three-year contract when he moved from the spanish champions last july , but has struggled to make the left back position his own at stamford bridge . luis played in brazil 's friendly wins against france and chile ."", ""filipe luis insists he wants to stay at chelsea until the end of his contract . the full back signed a three-year contract when he moved from the spanish champions last july , but has struggled to make the left back position his own at stamford bridge . luis played in brazil 's friendly wins against france and chile ."", ""filipe luis insists he wants to stay at chelsea until the end of his contract . the full back signed a three-year contract when he moved from the spanish champions last july , but has struggled to make the left back position his own at stamford bridge . luis played in brazil 's friendly wins against france and chile .""]","[""1. Filipe Luis wants to stay at Chelsea until the end of his contract, despite Atletico Madrid's interest in re-signing him."", ""2. Luis struggled to secure a permanent spot in Chelsea's left back position but expressed his happiness at the club."", '3. Chelsea manager Mourinho stresses the importance of staying focused and winning every game leading up to the end of the Premier League season.']","[""While Filipe Luis is keen on staying at Chelsea until the contract's end even though his original team, Atletico Madrid, may re-sign him due to his difficult competition for the left back position at Stamford Bridge."", ""Filipe Luis, despite struggling to secure a permanent spot in Chelsea's left back position, remains committed to the club and wants to remain there until the end of his contract."", 'Chelsea manager Mourinho emphasizes the significance of remaining concentrated and earning every game up to the end of the Premier League season.']","[""Yes, the summary contains the context of the sentence mentioning Filipe Luis' intention to stay at Chelsea until the end of his contract and Atletico Madrid possibly re-signing him due to competition for the left back position."", 'Yes', 'Yes']","[4, 4, 3]",3.6666666666666665,3.833333333325
"[""A landslide in the area of Rausu caused an extra stretch of coastline to rise, and residents are not sure why it's happening 'It's a bit like the tsunami from the 2011 Tohoku earthquake,' said Tanaka. 'The ground is soft and the sea is not quite as deep as before, so we can't say exactly when the landslide happened.' The new stretch of coastline came as a complete surprise to the locals, as there was no indication of the"", ""A landslide in the area of Rausu caused an extra stretch of coastline to rise, and residents are not sure why it's happening 'It's a bit like the tsunami from the 2011 Tohoku earthquake,' said Tanaka. 'The ground is soft and the sea is not quite as deep as before, so we can't say exactly when the landslide happened.' The new stretch of coastline came as a complete surprise to the locals, as there was no indication of the"", ""A landslide in the area of Rausu caused an extra stretch of coastline to rise, and residents are not sure why it's happening 'It's a bit like the tsunami from the 2011 Tohoku earthquake,' said Tanaka. 'The ground is soft and the sea is not quite as deep as before, so we can't say exactly when the landslide happened.' The new stretch of coastline came as a complete surprise to the locals, as there was no indication of the""]","['1. A landslide near Rausu, Hokkaido Island, Japan, caused 1,000ft of seabed to rise, exposing the ocean floor as a new stretch of coastline.', '2. The landslide occurred as a result of melting ice and snow, which caused the land to drop, pivoting the underwater area into the air.', '3. Local residents were unaware of the land movement, and authorities have not determined an exact date for the landslide, but expect no further expansions.']","['A massive landslide near Rausu in Hokkaido Island, Japan, resulted in 1,000ft of seabed rising and forming a new stretch of coastline. The sudden event occurred due to the weakened soil and shallower sea depth in the area, leading to its hidden nature and surprise discovery.', 'The landslide happened due to the melting of ice and snow, causing the land to drop and change the underwater area into a new stretch of coastline.', 'There was no indication of land movement, making the formation of a new stretch of coastline a surprise for the residents. However, authorities have not determined an exact date for the landslide, and expect no further expansions in the area.']","['The provided context contains a detailed explanation of the landslide event, including its cause (weakened soil and shallow sea depth) and the resulting rise of the seabed, which then formed a new stretch of coastline.', 'The summary does contain the context of the given sentence.', '""There was no indication of land movement, making the formation of a new stretch of coastline a surprise for the residents. However, authorities have not determined an exact date for the landslide, and expect no further expansions in the area.""']","[4, 4, 4]",4.0,2.75
"[""the outback casanova detailed his dream girl on gumtree . ` wanted !!!!! girlfriend/wife , phone and laptop , to the ` successful candidate ' ` rich ' who lives in humpty doo , northern territory . the 31-year-old 's advertisement included a list of requirements in his potential partner ."", ""the outback casanova detailed his dream girl on gumtree . ` wanted !!!!! girlfriend/wife , phone and laptop , to the ` successful candidate ' ` rich ' who lives in humpty doo , northern territory . the 31-year-old 's advertisement included a list of requirements in his potential partner ."", ""the outback casanova detailed his dream girl on gumtree . ` wanted !!!!! girlfriend/wife , phone and laptop , to the ` successful candidate ' ` rich ' who lives in humpty doo , northern territory . the 31-year-old 's advertisement included a list of requirements in his potential partner .""]","['1. Rich, a lonely man from Humpty Doo, Northern Territory, posted an ad on Gumtree seeking a girlfriend/wife who loves pets and shares his interests in the outdoors.', '2. The requirements list is extensive, including being non-drinker, non-smoker, fit, attractive, loyal, honest, good at housework, a good cook, and great in bed.', '3. Rich, who is well-endowed and successful, promises potential partners he will spoil them with benefits and is open to reasonable offers.']","['A 31-year-old man from Humpty Doo, Northern Territory, wants a girlfriend/wife who shares his love for pets and enjoys the outdoors, lives a comfortable life, and works towards his success, as mentioned in his advertisement posted on Gumtree.', 'The requirements list for the dream girl is extensive, including non-drinking, non-smoking, physical fitness, appearance, loyalty, honesty, good housekeeping skills, cooking abilities, and impressive bed performance.', ""The aspect revolves around a man who describes his ideal partner on Gumtree. He is searching for a girlfriend/wife who is 'rich' and willing to provide him with gifts such as a phone and laptop. He also mentions that he is open to reasonable offers and will spoil her with benefits.""]","['Yes', 'Yes, the summary contains the context of the given sentence, emphasizing the extensive list of requirements for the dream girl.', 'Yes, the summary does contain the core context of this sentence.']","[4, 4, 4]",4.0,3.5000000000250004
"[""greg dyke wants to increase the minimum number of homegrown players at top flight clubs . dyke wants to increase the minimum number of home-grown players in club squads from eight to 12 , however he is facing opposition from the premier league . the five former three lions bosses warn the english game will suffer if it blocks the proposals from dyke and the fa 's england commission ."", ""greg dyke wants to increase the minimum number of homegrown players at top flight clubs . dyke wants to increase the minimum number of home-grown players in club squads from eight to 12 , however he is facing opposition from the premier league . the five former three lions bosses warn the english game will suffer if it blocks the proposals from dyke and the fa 's england commission ."", ""greg dyke wants to increase the minimum number of homegrown players at top flight clubs . dyke wants to increase the minimum number of home-grown players in club squads from eight to 12 , however he is facing opposition from the premier league . the five former three lions bosses warn the english game will suffer if it blocks the proposals from dyke and the fa 's england commission .""]","['1. Greg Dyke receives backing from five former England managers in his pursuit of radical changes.', '2. Dyke aims to increase the minimum home-grown players in club squads from eight to 12.', '3. The proposals face opposition from the Premier League, but the former managers urge everyone in the English game to support them.']","[""Greg Dyke's proposal to increase the minimum number of home-grown players in club squads from eight to 12 is facing opposition from the Premier League, but it has received support from five former England managers who warn the game will suffer if the proposals are blocked by the FA's England commission."", 'Dyke proposes to increase the minimum number of home-grown players in club squads from 8 to 12, but faces opposition from the Premier League.', ""The aspect mentions that Greg Dyke's proposal to increase the minimum number of home-grown players in club squads from 8 to 12 is facing opposition from the Premier League, but the former managers urge everyone in the English game to support these proposals since they believe that blocking the proposals will harm the English game.""]","['Yes', ""No, the sentence does not adequately reflect the context of the summary, which discusses Dyke's proposed increase from 8 to 12 home-grown players and the opposition from the Premier League."", 'Yes, the summary contains the context of this sentence.']","[4, 2, 4]",3.3333333333333335,4.25
"[""the queen 's guard slipped on a manhole cover during the popular changing of the guard at buckingham palace last week . he lost his footing and slid sideways , knocking his bearskin on the side of the box and dropping his rifle . the entire incident was caught on camera ."", ""the queen 's guard slipped on a manhole cover during the popular changing of the guard at buckingham palace last week . he lost his footing and slid sideways , knocking his bearskin on the side of the box and dropping his rifle . the entire incident was caught on camera ."", ""the queen 's guard slipped on a manhole cover during the popular changing of the guard at buckingham palace last week . he lost his footing and slid sideways , knocking his bearskin on the side of the box and dropping his rifle . the entire incident was caught on camera .""]","[""1. Queen's Guard slips and falls on manhole cover during the Changing of the Guard, caught on camera."", '2. The incident occurred in front of hundreds of tourists watching the event.', '3. The unnamed guard is believed to have slipped due to metal protectors on his boots.']","['""Queen\'s Guard slips and falls on manhole cover during the Changing of the Guard, caught on camera"" highlights a security incident where one of the Queen\'s Guards, during the ceremonial event at Buckingham Palace, tripped and fell due to a manhole cover, with the entire event being filmed by a viewer\'s camera.', ""The event where the Queen's guard slipped on a manhole cover was witnessed by many tourists."", 'The unnamed guard, who slipped due to the metal protectors on his boots during the popular changing of the guard at Buckingham Palace last week, was most likely affected by the friction caused by the protectors interacting with the manhole cover.']","[""Yes, the summary does include the context of the given sentence, which describes the security incident involving the Queen's Guard slipping and falling on a manhole cover during the Changing of the Guard at Buckingham Palace and the event being captured on camera."", 'No', 'No, the summary does not contain the context of the given sentence, as it includes a different cause for the slip (i.e., slipping on a manhole cover) and does not provide enough information on how the metal protectors could have caused friction with the manhole cover.']","[4, 1, 1]",2.0,4.83333333335
"[""ella henderson , 19-year-old , has been announced as the face of dry shampoo brand . the 19-year-old has been named as the batiste 's 2015 ` ready for it ' campaign . ella henderson has been the singer 's first brand in 2012 . the singer is wearing a black lacy dress with a black fringed leather jacket . the campaign features the singer singer and the uk 's brand ."", ""ella henderson , 19-year-old , has been announced as the face of dry shampoo brand . the 19-year-old has been named as the batiste 's 2015 ` ready for it ' campaign . ella henderson has been the singer 's first brand in 2012 . the singer is wearing a black lacy dress with a black fringed leather jacket . the campaign features the singer singer and the uk 's brand ."", ""ella henderson , 19-year-old , has been announced as the face of dry shampoo brand . the 19-year-old has been named as the batiste 's 2015 ` ready for it ' campaign . ella henderson has been the singer 's first brand in 2012 . the singer is wearing a black lacy dress with a black fringed leather jacket . the campaign features the singer singer and the uk 's brand .""]","['1. X Factor star Ella Henderson joins Batiste as brand ambassador.', ""2. Henderson's long locks contribute to fame, now partnering with Batiste dry shampoo."", ""3. Henderson's first brand partnership launched with a TV advertising campaign featuring her latest single, Mirror Man.""]","[""Ella Henderson, the 19-year-old X Factor star, becomes Batiste's brand ambassador for 2015's 'Ready for It' campaign, appearing in advertisements and represent the brand as singer after her first collaboration in 2012."", ""Ella Henderson's long hair has influenced her success, which has now led her to become the face of the Batiste dry shampoo brand."", 'Henderson\'s first brand partnership began with a television advertising campaign supporting her most recent single, ""Mirror Man.""']","['Yes, the summary contains the context in the sentence provided.', 'Yes', 'No, the summary does not contain the context of the sentence provided.']","[4, 4, 1]",3.0,3.0
"[""sir bradley wiggins will attempt to break cycling's hour record in june . wiggins will race in front of a sell-out crowd at london's olympic velodrome . the briton finished his team sky career at paris-roubaix last sunday ."", ""sir bradley wiggins will attempt to break cycling's hour record in june . wiggins will race in front of a sell-out crowd at london's olympic velodrome . the briton finished his team sky career at paris-roubaix last sunday ."", ""sir bradley wiggins will attempt to break cycling's hour record in june . wiggins will race in front of a sell-out crowd at london's olympic velodrome . the briton finished his team sky career at paris-roubaix last sunday .""]","[""1. Sir Bradley Wiggins aims to break cycling's hour record at London's Olympic Velodrome on June 7."", '2. Wiggins will attempt to ride the furthest distance in 60 minutes, currently held by Australian rider Rohan Dennis.', '3. Tickets to watch the event go on sale from April 19, with prices starting at £49.']","[""Sir Bradley Wiggins intends to attempt cycling's hour record at London's prestigious Olympic Velodrome on June 7, in front of a large enthusiastic audience."", ""Sir Bradley Wiggins aims to break the currently held 60-minute cycling distance record by Australian rider Rohan Dennis, by attempting to ride the furthest distance in June at London's Olympic Velodrome."", ""Sir Bradley Wiggins, a prominent British cyclist, aims to break cycling's hour record in June. He will attempt this feat at London's Olympic Velodrome, with a sell-out crowd in attendance. Tickets to watch the event go on sale from April 19, with prices starting at £49.""]","['Yes, the summary contains the context of this sentence.', ""Yes, the summary contains the context of this sentence by mentioning Sir Bradley Wiggins attempting to break the currently held 60-minute cycling distance record by Australian rider Rohan Dennis during his attempt in June at London's Olympic Velodrome."", 'Yes, the summary contains the context of the given sentence.']","[4, 4, 4]",4.0,4.916666666675
"[""' it was here , of course , that stokes broke his wrist punching a locker after being dismissed last year and that will be a reminder to him of the need to channel his aggression in the right way now he is back in the england team . ben stokes has forged a reputation as a fiery character in the england cricket team . stokes -lrb- left -rrb- clashed with marlon samuels during the second test between west indies and england ."", ""' it was here , of course , that stokes broke his wrist punching a locker after being dismissed last year and that will be a reminder to him of the need to channel his aggression in the right way now he is back in the england team . ben stokes has forged a reputation as a fiery character in the england cricket team . stokes -lrb- left -rrb- clashed with marlon samuels during the second test between west indies and england ."", ""' it was here , of course , that stokes broke his wrist punching a locker after being dismissed last year and that will be a reminder to him of the need to channel his aggression in the right way now he is back in the england team . ben stokes has forged a reputation as a fiery character in the england cricket team . stokes -lrb- left -rrb- clashed with marlon samuels during the second test between west indies and england .""]","[""1. Ben Stokes' return to cricket after a challenging year, with a focus on controlling his aggression and maintaining his on-field character."", ""2. Stokes' potential role in England's team, with the need to balance his fiery personality with effective performance and team success."", ""3. England's aim to maximize both Stokes' and Adil Rashid's potential, considering the balance between aggression and strategic decision-making.""]","[""Ben Stokes' return to cricket after facing challenges throughout the past year, underscoring the importance of managing his aggression and maintaining his on-field demeanor effectively, particularly as he is back in the England cricket team."", ""Stokes, a fiery character in the team, must manage his aggressive nature effectively to balance with team success and maintain a productive role in England's cricket team."", ""The aspect focuses on England's desire to get the best out of both Ben Stokes and Adil Rashid, ensuring a well-balanced approach that combines aggression and strategic thinking, taking into account past experiences like Stokes' wrist injury during a locker punch after a dismissal and the need to channel energy effectively for optimal performance on the field.""]","['Yes, the summary contains the context of the sentence.', 'Yes', 'Yes']","[4, 4, 3]",3.6666666666666665,4.166666666675
"[""boy, 2, slipped into cheetah pit at cleveland metroparks zoo on saturday . his parents jumped in and pulled him to safety before paramedics arrived . though the felines appeared to avoid the boy, cleveland metroparks zoo plans to press child endangering charges against the child's mother ."", ""boy, 2, slipped into cheetah pit at cleveland metroparks zoo on saturday . his parents jumped in and pulled him to safety before paramedics arrived . though the felines appeared to avoid the boy, cleveland metroparks zoo plans to press child endangering charges against the child's mother ."", ""boy, 2, slipped into cheetah pit at cleveland metroparks zoo on saturday . his parents jumped in and pulled him to safety before paramedics arrived . though the felines appeared to avoid the boy, cleveland metroparks zoo plans to press child endangering charges against the child's mother .""]","['1. Two-year-old boy falls into cheetah exhibit at Cleveland Metroparks Zoo.', '2. The boy was rescued by his parents and suffered minor bumps and bruises.', '3. Cheetahs did not approach the boy or his parents while in the pit, and zoo officials plan to press child endangerment charges against the family.']","[""A two-year-old boy fell into the cheetah exhibit at the Cleveland Metroparks Zoo, and his parents were able to pull him out unharmed. The zoo will press child endangering charges against the mother, as it appears she didn't keep a close enough watch on her son."", ""The 2-year-old boy was saved by his parents when he fell into the cheetah pit at the Cleveland Metroparks Zoo. Despite the cheetahs potentially nearing the child, the youngster only had minor injuries like bumps and bruises.\n\nRelate back to the summary and provide the complete aspect.\nSummary: boy, 2, slipped into cheetah pit at cleveland metroparks zoo on saturday . his parents jumped in and pulled him to safety before paramedics arrived . though the felines appeared to avoid the boy, cleveland metroparks zoo plans to press child endangering charges against the child's mother .\nAspect: 2. The boy was rescued by his parents and suffered minor bumps and bruises."", ""In the incident at the Cleveland Metroparks Zoo, a 2-year-old boy slipped into the cheetah pit, but the cheetahs didn't harm him. The parents quickly pulled the child out before paramedics arrived. However, the zoo plans to press child endangerment charges against the child's mother for putting them in this situation.""]","['Yes', 'Yes, the summary contains the context of the sentence you provided with a few minor adjustments.', 'Yes, the context of the given sentence is present in the summary.']","[4, 4, 4]",4.0,4.75
"['roma beat napoli beat napoli in serie a on saturday . miralem pjanic scored the only goal of the game in the 25th minute . the roma beat the four-month winless streak at home with a victory over inter milan . napoli beat roma 4-2 in the first half of the season .', 'roma beat napoli beat napoli in serie a on saturday . miralem pjanic scored the only goal of the game in the 25th minute . the roma beat the four-month winless streak at home with a victory over inter milan . napoli beat roma 4-2 in the first half of the season .', 'roma beat napoli beat napoli in serie a on saturday . miralem pjanic scored the only goal of the game in the 25th minute . the roma beat the four-month winless streak at home with a victory over inter milan . napoli beat roma 4-2 in the first half of the season .']","['1. Roma ends four-month winless streak at home, defeating Napoli.', '2. Miralem Pjanic scores in 25th minute, Morgan de Sanctis saves shots, Roma gains confidence.', ""3. Second-place Roma moves four points ahead of city rivals Lazio, Napoli's winless streak extended to five matches.""]","['Roma defeated Napoli, ending their four-month winless streak at home. This victory marked an important turning point for the team, as they had previously lost to Napoli earlier in the season.', ""Roma beat Napoli in Serie A, with Miralem Pjanic scoring the only goal in the 25th minute. This victory broke Roma's four-month winless streak at home and gives them confidence, as demonstrated by Morgan de Sanctis' saves and the team's overall performance."", ""Roma secured their second-place position in Serie A by gaining four points ahead of Lazio. Furthermore, Napoli's winless streak was extended to five matches, with their last victory taking place in September.""]","['Yes, the summary does contain the context of the given sentence.', ""Yes, the summary captures the context of your sentence, which mentions Roma's victory against Napoli and how it ended their four-month winless streak while showcasing Rome's improved performance."", ""Yes, the summary conveys the idea that Roma maintains their second-place position by gaining four points ahead of Lazio, and Napoli's winless streak is extended to five matches, with their last victory in September.""]","[4, 4, 4]",4.0,2.250000000025
"['liverpool vice-captain jordan henderson thinks his side could catch manchester city in the premier league . henderson played his 47th game of season in the 2-0 win over newcastle united on monday night . liverpool goalkeeper simon mignolet both played their 47th game of season in the premier league .', 'liverpool vice-captain jordan henderson thinks his side could catch manchester city in the premier league . henderson played his 47th game of season in the 2-0 win over newcastle united on monday night . liverpool goalkeeper simon mignolet both played their 47th game of season in the premier league .', 'liverpool vice-captain jordan henderson thinks his side could catch manchester city in the premier league . henderson played his 47th game of season in the 2-0 win over newcastle united on monday night . liverpool goalkeeper simon mignolet both played their 47th game of season in the premier league .']","['1. Liverpool vice-captain Jordan Henderson believes his side could challenge Manchester City for the Champions League title, considering their recent performance improvements.', '2. Henderson and goalkeeper Simon Mignolet both played their 47th game of the season, tying a record for appearances in the top five European leagues so far this campaign.', '3. Liverpool won their 2-0 game against Newcastle United, with goals by Raheem Sterling and Joe Allen, which furthered their pursuit of Manchester City.']","['Liverpool vice-captain Jordan Henderson believes his team has potential to compete with Manchester City for the Premier League title if they continue to improve their overall performance.', ""Henderson and Mignolet's impressive performance has led Liverpool to match a record of 47th game appearances so far in the Premier League, along with surpassing appearances in the top five European leagues' best matches this season."", 'In their 47th game of the season, Liverpool won 2-0 against Newcastle United with goals by Raheem Sterling and Joe Allen, moving closer to catching Manchester City in the Premier League.']","['Yes', 'Yes, I think the summary contains the context of this sentence.', 'Yes, the summary contains the context of the given sentence.']","[4, 4, 4]",4.0,3.583333333325
"[""hull city were beaten 2-0 by southampton at st mary's on saturday . steve bruce's side are just two points clear of the relegation zone . but bruce is adamant he can keep hull in the premier league this season ."", ""hull city were beaten 2-0 by southampton at st mary's on saturday . steve bruce's side are just two points clear of the relegation zone . but bruce is adamant he can keep hull in the premier league this season ."", ""hull city were beaten 2-0 by southampton at st mary's on saturday . steve bruce's side are just two points clear of the relegation zone . but bruce is adamant he can keep hull in the premier league this season .""]","['1. Steve Bruce confident in keeping Hull City in Premier League after 2-0 defeat.', '2. Hull City aiming for nine or eight wins to avoid relegation.', '3. Long-term injuries to key players cited as reason for struggles.']","[""Steve Bruce is confident about keeping Hull City in the Premier League despite their recent 2-0 defeat, showing his optimism for the team's performance in the upcoming games."", ""Hull City's primary goal is to secure nine or eight wins during the season in order to prevent relegation."", ""\nLong-term injuries to key players have significantly impacted Steve Bruce's squad, resulting in challenges and struggles throughout the current season.""]","['Yes, the summary context is represented in the given sentence.', 'Yes, the summary does contain the context of the sentence.', 'Yes, the summary does contain the context of the sentence mentioned.']","[4, 4, 4]",4.0,4.5
"[""jin pai , 35 , was standing on the rim of a toilet in hefei , china 's anhui province . passenger jin pai , 35 , was standing on the rim of a toilet when it collapsed , leaving him hospitalised . the injured man was found bleeding on the toilet floor after he telephoned his travelling companions for help ."", ""jin pai , 35 , was standing on the rim of a toilet in hefei , china 's anhui province . passenger jin pai , 35 , was standing on the rim of a toilet when it collapsed , leaving him hospitalised . the injured man was found bleeding on the toilet floor after he telephoned his travelling companions for help ."", ""jin pai , 35 , was standing on the rim of a toilet in hefei , china 's anhui province . passenger jin pai , 35 , was standing on the rim of a toilet when it collapsed , leaving him hospitalised . the injured man was found bleeding on the toilet floor after he telephoned his travelling companions for help .""]","['1. Passenger breaks toilet in China airport, hospitalized.', '2. Jin Pai, 35, stands on toilet rim, causing it to collapse.', '3. Hospitalized for deep cuts on leg and buttocks, Jin Pai denies squatting.']","['In Hefei, Anhui, China, a 35-year-old passenger named Jin Pai was standing on the rim of a collapsing toilet in a local airport, leading him to be hospitalized with injuries.', ""Jin Pai, a 35-year-old man, stands on a toilet rim in Hefei, China's Anhui province, causing it to collapse, leaving him hospitalized."", 'Jin Pai, 35, was standing on the toilet rim but denies squatting. He collapsed, got hospitalized due to deep cuts on his leg and buttocks.']","[""Yes, I think the summary contains the context of the given sentence. It mentions the details like Jin Pai's age, China's province, the accident, and his subsequent hospitalization."", 'Yes, the summary contains the context of the given sentence.', 'No, the sentence does not accurately represent the context of the original text.']","[4, 4, 1]",3.0,4.16666666665
